cell_id,timestamp,technology,rsrp,rsrq,sinr,throughput_dl,throughput_ul,latency,jitter,packet_loss,handover_label,is_anomaly,latitude,longitude,prb_utilization,active_users,sla_compliant
CELL_002,2024-01-01 22:31:00,5G,-101.3,-9.18,3.6526967096425267,48.16,22.036369919647615,26.466,4.771522723865486,1.4131,1,0,36.82,10.17,37.5,206,1
CELL_011,2024-01-01 22:32:00,5G,-100.9,-12.07,27.282244647044237,917.63,346.12947840364666,11.517,1.1727117815211237,0.3614,1,0,36.82,10.17,74.7,41,1
CELL_009,2024-01-01 22:33:00,5G,-92.1,-9.61,18.642857902935802,53.76,19.429575188310857,17.604,2.338083586130737,0.0976,1,0,36.82,10.17,20.5,186,1
CELL_003,2024-01-01 22:34:00,5G,-113.2,-11.74,24.711173148871232,847.34,276.9589908635739,9.048,1.285974794083206,0.168,0,0,36.82,10.17,72.1,36,1
CELL_009,2024-01-01 22:35:00,5G,-94.8,-5.73,21.35761899085015,45.32,21.074310780591365,29.768,5.423622249389321,1.0218,1,0,36.82,10.17,29.3,205,1
CELL_003,2024-01-01 22:36:00,5G,-88.0,-4.79,14.144681516380313,837.99,305.60474353130564,6.054,0.31638701482441567,0.2142,1,0,36.82,10.17,63.6,49,1
CELL_002,2024-01-01 22:37:00,5G,-72.8,-6.32,15.208361130408495,856.16,311.29691970643796,14.203,2.7563248892929666,0.6138,1,0,36.82,10.17,93.3,41,1
CELL_012,2024-01-01 22:38:00,5G,-71.4,-19.86,8.426103851972057,161.43,51.78320477386453,1.657,0.30285357825782316,0.041,1,0,36.82,10.17,46.0,17,1
CELL_010,2024-01-01 22:39:00,5G,-111.30645627386225,-17.25,-4.331602955295773,250.99,93.54907706913374,1.828,0.35856736517110743,0.0606,1,1,36.82,10.17,60.3,8,1
CELL_009,2024-01-01 22:40:00,5G,-109.3,-8.77,21.10230120579291,1265.56,501.6817990665891,3.784,0.32165411886853207,0.0481,1,0,36.82,10.17,60.1,10,1
CELL_015,2024-01-01 22:41:00,5G,-110.9,-15.82,18.45693024372807,788.54,275.40653342434706,11.043,0.6039335531947446,0.242,1,0,36.82,10.17,56.3,49,1
CELL_008,2024-01-01 22:42:00,5G,-71.9,-9.17,18.13462117746202,838.1,284.98849309298936,7.845,0.41400105407737914,0.229,1,0,36.82,10.17,64.5,49,1
CELL_005,2024-01-01 22:43:00,5G,-118.6,-7.53,7.603220892205025,222.68,88.33976091776498,2.49,0.44654894750903984,0.087,1,0,36.82,10.17,51.2,13,1
CELL_011,2024-01-01 22:44:00,5G,-83.8,-6.85,20.490441981096737,291.76,95.34502619615925,2.194,0.348902600609324,0.0625,1,0,36.82,10.17,59.9,9,1
CELL_002,2024-01-01 22:45:00,5G,-94.4,-10.18,9.544681842708492,909.51,406.49790617842126,10.446,2.02398720172125,0.2819,1,0,36.82,10.17,81.3,46,1
CELL_015,2024-01-01 22:46:00,5G,-106.0,-11.09,-2.7473749438857364,261.45,114.53732708434896,1.754,0.3006783498600812,0.0407,1,0,36.82,10.17,63.6,12,1
CELL_006,2024-01-01 22:47:00,5G,-109.6,-11.35,20.88365037559205,24.25,9.382455080434074,22.36,1.9003053826970386,0.2737,1,0,36.82,10.17,49.0,177,1
CELL_008,2024-01-01 22:48:00,5G,-88.6,-4.43,21.93449378698729,51.42,22.0702487953665,23.462,2.714657736827161,0.311,1,0,36.82,10.17,45.9,197,1
CELL_005,2024-01-01 22:49:00,5G,-84.0,-8.27,0.3732885550727829,925.89,384.44341290383284,6.643,0.45669598550792134,0.1878,1,0,36.82,10.17,71.9,9,1
CELL_016,2024-01-01 22:50:00,5G,-83.5,-5.66,25.154070919084912,869.64,269.06976416273886,8.88,1.4888605374418515,0.6513,1,0,36.82,10.17,67.5,41,1
CELL_018,2024-01-01 22:51:00,5G,-95.1,-6.81,21.532878892850487,43.69,19.54232143446237,38.662,4.608316193884226,0.4327,1,0,36.82,10.17,39.0,211,1
CELL_006,2024-01-01 22:52:00,5G,-89.4,-15.21,19.069423607280555,725.39,278.58994545597517,9.924,1.3375770654937202,0.0779,1,0,36.82,10.17,43.6,41,1
CELL_005,2024-01-01 22:53:00,5G,-113.4,-17.77,-2.076414256455437,328.1,107.4754047099483,1.088,0.11668129786656184,0.0095,1,0,36.82,10.17,45.7,12,1
CELL_016,2024-01-01 22:54:00,5G,-117.1,-15.33,22.507943187132568,330.41,121.48444712351446,2.183,0.23188438835910175,0.1417,1,0,36.82,10.17,55.4,6,0
CELL_013,2024-01-01 22:55:00,5G,-74.7,-10.84,6.178022699155948,1069.6,489.64869333720765,4.991,0.41925268493574547,0.0766,1,0,36.82,10.17,61.7,7,1
CELL_005,2024-01-01 22:56:00,5G,-92.1,-18.35,5.446495255660983,42.26,17.67423443063931,14.982,1.9415022623950005,6.3543,1,0,36.82,10.17,37.4,192,0
CELL_013,2024-01-01 22:57:00,5G,-85.7,-10.67,19.920222544451107,1010.93,376.2783910353193,5.788,0.5508429114974371,0.1543,1,0,36.82,10.17,82.9,6,1
CELL_017,2024-01-01 22:58:00,5G,-102.2,-4.52,18.37679556960742,47.9,21.176309029241907,24.132,2.6580201596099413,0.4111,1,0,36.82,10.17,31.6,197,1
CELL_018,2024-01-01 22:59:00,5G,-81.0,-16.63,18.557141764011106,1115.12,474.10946812128026,4.315,0.6810743051354485,0.1525,1,0,36.82,10.17,56.4,6,1
CELL_008,2024-01-01 23:00:00,5G,-81.9,-14.37,8.024316157752757,33.25,13.615318943802244,320.96523080329456,65.06450569606164,18.529633495313945,1,1,36.82,10.17,35.1,199,1
CELL_013,2024-01-01 23:01:00,5G,-93.0,-4.54,5.308792605206584,252.76,124.45899049026822,1.526,0.21886096815912431,0.2244,1,0,36.82,10.17,65.8,8,0
CELL_019,2024-01-01 23:02:00,5G,-101.9,-8.58,16.191666861503627,831.67,341.24553097168075,6.667,0.7905473561475231,0.5776,0,0,36.82,10.17,69.3,49,1
CELL_003,2024-01-01 23:03:00,5G,-84.5,-13.44,23.951414849296974,901.49,409.0023925962193,9.769,1.8080676367574435,0.1241,1,0,36.82,10.17,65.3,50,1
CELL_008,2024-01-01 23:04:00,5G,-115.1,-14.98,13.461757092522372,830.07,354.8242554694852,10.308,2.0153420194415657,0.2142,1,0,36.82,10.17,90.6,42,1
CELL_002,2024-01-01 23:05:00,5G,-107.2,-10.09,1.6990962411501718,356.37,125.83291479998249,1.998,0.2210361133846771,0.0529,1,0,36.82,10.17,54.4,15,1
CELL_008,2024-01-01 23:06:00,5G,-101.6,-12.26,26.60308829773442,304.4,122.95819276101811,1.639,0.1701111320184183,0.2235,1,0,36.82,10.17,46.3,10,0
CELL_013,2024-01-01 23:07:00,5G,-70.3,-8.41,28.19518049995755,283.66,93.0364133466878,1.748,0.28803207273682985,0.0029,1,0,36.82,10.17,50.3,14,1
CELL_013,2024-01-01 23:08:00,5G,-105.7,-4.89,19.604229143203003,1277.86,551.6197740337906,5.232,0.3461928977066762,0.0374,0,0,36.82,10.17,70.5,8,1
CELL_001,2024-01-01 23:09:00,5G,-92.7,-19.31,-2.646039730072018,1107.27,442.8018934545693,6.706,0.7451845801418199,0.5112,1,0,36.82,10.17,85.7,9,0
CELL_006,2024-01-01 23:10:00,5G,-72.8,-18.81,27.498065965018817,825.01,369.2693193948482,6.105,0.77624489252454,2.1058,1,0,36.82,10.17,98.3,54,0
CELL_019,2024-01-01 23:11:00,5G,-103.5,-6.14,13.757418019294661,1034.3,393.9477662332952,10.248,0.9167669341899254,0.3344,1,0,36.82,10.17,71.4,32,1
CELL_016,2024-01-01 23:12:00,5G,-89.8,-9.9,21.845681241159298,269.69,87.46887073756511,1.52,0.14836283079153556,0.0261,1,0,36.82,10.17,67.8,13,1
CELL_008,2024-01-01 23:13:00,5G,-113.6,-9.56,7.950544523853544,940.65,406.48001527777535,8.618,1.6225039679080089,1.3531,1,0,36.82,10.17,77.7,48,1
CELL_001,2024-01-01 23:14:00,5G,-115.6,-5.47,-2.2642821917368754,53.94,24.685935940982265,30.846,4.14899474692711,0.3391,1,0,36.82,10.17,31.3,220,1
CELL_016,2024-01-01 23:15:00,5G,-104.2,-5.65,-1.954920686160575,3.20006870546465,0.36532722256138694,1.173,0.12183596043771318,0.0944,1,1,36.82,10.17,59.1,15,1
CELL_009,2024-01-01 23:16:00,5G,-71.4,-4.08,26.470706712139453,232.24,100.60864330723936,227.28388823469612,78.47390102192746,14.159786817483598,1,1,36.82,10.17,45.6,16,1
CELL_013,2024-01-01 23:17:00,5G,-73.4,-11.01,18.559202489743004,25.27,8.027508692141874,15.788,1.9679283335030584,0.0609,1,0,36.82,10.17,41.6,178,1
CELL_011,2024-01-01 23:18:00,5G,-86.1,-11.13,1.1561676168274682,48.93,23.714639668923258,23.922,3.744678531426406,1.1784,1,0,36.82,10.17,28.5,199,1
CELL_013,2024-01-01 23:19:00,5G,-110.1,-18.13,20.357347973917836,876.29,331.72826121810397,8.893,0.8549648093330157,0.4155,1,0,36.82,10.17,69.1,51,1
CELL_010,2024-01-01 23:20:00,5G,-99.5,-9.96,24.845443933332188,38.96,13.529505647093503,20.41,2.3599190368787286,1.0202,1,0,36.82,10.17,22.5,219,1
CELL_004,2024-01-01 23:21:00,5G,-74.2,-8.8,17.452280756067996,260.37,91.43941188473363,2.106,0.2089352974893295,0.1988,1,0,36.82,10.17,51.2,7,0
CELL_006,2024-01-01 23:22:00,5G,-72.2,-17.64,-4.8924790192991665,746.13,246.75097627262411,6.364,1.015955297278806,0.3313,0,0,36.82,10.17,53.9,53,1
CELL_007,2024-01-01 23:23:00,5G,-81.5,-9.1,-2.0159504128459678,689.21,325.0083643018999,7.054,1.093797251225747,0.3372,1,0,36.82,10.17,67.3,58,1
CELL_005,2024-01-01 23:24:00,5G,-98.4,-9.64,25.511072760424227,234.31,112.42424474004795,2.555,0.17237836773210413,0.1191,1,0,36.82,10.17,56.6,11,0
CELL_011,2024-01-01 23:25:00,5G,-86.3,-10.24,7.24656340235056,1050.75,509.8975107809495,9.131,0.8866584012224105,1.1169,1,0,36.82,10.17,61.5,42,1
CELL_013,2024-01-01 23:26:00,5G,-109.1,-11.79,17.112899603638493,954.86,409.3470069500785,12.667,2.2862849243992307,0.7999,1,0,36.82,10.17,64.0,41,1
CELL_019,2024-01-01 23:27:00,5G,-81.8,-18.51,9.454357470140925,295.95,142.48104211823485,2.476,0.4039650950416862,0.0107,1,0,36.82,10.17,44.7,6,1
CELL_010,2024-01-01 23:28:00,5G,-95.2,-6.27,27.96827867456065,54.53,22.594457605862456,18.595,1.6830130053810515,0.3937,1,0,36.82,10.17,13.3,200,1
CELL_010,2024-01-01 23:29:00,5G,-94.3,-15.29,10.185850230243732,831.86,321.540841561941,10.843,2.0794355723148126,0.0052,1,0,36.82,10.17,75.3,54,1
CELL_011,2024-01-01 23:30:00,5G,-92.9,-13.62,4.324804861138887,1016.16,376.0222534001475,9.372,1.2326076850670715,0.0424,1,0,36.82,10.17,73.7,45,1
CELL_007,2024-01-01 23:31:00,5G,-97.8,-9.47,15.007431305506671,44.05,14.454934737573257,40.886,5.489264883922125,0.1835,1,0,36.82,10.17,48.4,204,1
CELL_018,2024-01-01 23:32:00,5G,-107.2,-16.56,16.480947456692324,768.53,351.8022941795425,9.678,1.225104904177918,0.3266,1,0,36.82,10.17,53.9,48,1
CELL_004,2024-01-01 23:33:00,5G,-111.1,-5.99,8.510497919645063,1149.73,346.7341923771133,2.545,0.14659370407802882,0.4579,0,0,36.82,10.17,92.2,3,1
CELL_002,2024-01-01 23:34:00,5G,-88.0,-6.8,11.500866763977253,215.51,98.98199221446046,2.235,0.2572160770638902,0.0551,1,0,36.82,10.17,52.0,12,1
CELL_014,2024-01-01 23:35:00,5G,-72.8,-14.16,8.510595752790033,682.09,257.16481115938416,7.633,0.9605570908191097,0.0822,1,0,36.82,10.17,53.8,44,1
CELL_013,2024-01-01 23:36:00,5G,-75.1,-18.3,1.8700695822001743,993.92,320.16402580985726,9.753,0.8345787392828892,1.1844,1,0,36.82,10.17,50.0,44,1
CELL_012,2024-01-01 23:37:00,5G,-112.5,-6.87,6.223130548807648,732.84,239.86029728122816,10.853,1.2374986246326176,1.1536,1,0,36.82,10.17,71.8,45,1
CELL_007,2024-01-01 23:38:00,5G,-81.5,-18.42,10.362744609551479,898.28,426.45424639141567,9.502,1.5376489360703147,0.0559,1,0,36.82,10.17,82.3,38,1
CELL_002,2024-01-01 23:39:00,5G,-95.2,-9.99,6.218610345255588,894.53,320.61308980415555,10.893,1.2010627408729915,0.0452,1,0,36.82,10.17,71.9,45,1
CELL_013,2024-01-01 23:40:00,5G,-71.8,-20.0,7.6325745683842925,208.98,83.29610842789623,2.083,0.3340406795720471,0.0069,1,0,36.82,10.17,60.4,12,1
CELL_014,2024-01-01 23:41:00,5G,-118.9,-4.9,-1.0143137155703412,1029.39,469.4877113415744,11.004,0.6334656140961303,0.0231,1,0,36.82,10.17,58.1,34,1
CELL_017,2024-01-01 23:42:00,5G,-105.8,-3.02,26.452361093645827,279.26,108.90997523750423,1.425,0.15872904573449884,0.1488,1,0,36.82,10.17,44.3,10,0
CELL_009,2024-01-01 23:43:00,5G,-85.0,-19.26,17.36154534117558,188.53,63.18356867291756,1.478,0.08202921389047604,0.2305,1,0,36.82,10.17,40.6,11,0
CELL_017,2024-01-01 23:44:00,5G,-117.2,-9.47,-2.61193546678969,641.79,244.9644353075241,5.943,0.8974564616487724,0.1404,1,0,36.82,10.17,73.2,48,1
CELL_008,2024-01-01 23:45:00,5G,-81.1,-3.35,16.47063839627136,1117.92,456.44172051250524,6.509,0.7865566012974216,0.4778,0,0,36.82,10.17,77.9,45,1
CELL_002,2024-01-01 23:46:00,5G,-83.2,-16.62,0.39043669361762134,698.75,304.6228041704259,7.776,1.09754069265713,0.3398,1,0,36.82,10.17,35.9,33,1
CELL_013,2024-01-01 23:47:00,5G,-116.6,-10.38,24.749235145725866,714.19,262.63543235184477,5.405,0.5339236283530588,0.535,1,0,36.82,10.17,81.4,46,1
CELL_003,2024-01-01 23:48:00,5G,-81.9,-17.88,29.239063840832912,53.79,18.734611197946737,8.091,1.2611290799281802,1.25,1,0,36.82,10.17,27.9,206,1
CELL_016,2024-01-01 23:49:00,5G,-118.1,-18.39,28.55691338914987,858.9,261.5966259338591,9.033,1.6406121726648804,0.3473,0,0,36.82,10.17,55.9,40,1
CELL_006,2024-01-01 23:50:00,5G,-70.8,-12.62,7.138333383843223,60.98,25.939757041018805,26.8,3.6314512560850263,0.3617,1,0,36.82,10.17,24.1,217,1
CELL_019,2024-01-01 23:51:00,5G,-105.0,-6.68,2.385751083814224,228.15,93.43718177571168,1.753,0.3221351259786086,0.0063,1,0,36.82,10.17,56.3,14,1
CELL_007,2024-01-01 23:52:00,5G,-85.3,-4.89,20.31924349959168,271.59,102.86592102438692,1.028,0.10905568421075336,0.0012,1,0,36.82,10.17,50.4,15,1
CELL_010,2024-01-01 23:53:00,5G,-91.6,-9.03,5.795242071552005,213.01,66.74262876594463,1.761,0.26442661859946515,0.045,1,0,36.82,10.17,50.7,13,1
CELL_009,2024-01-01 23:54:00,5G,-117.8,-8.18,17.501587394248578,38.04,14.40824763436865,17.44,3.188385408057997,0.4802,1,0,36.82,10.17,49.7,215,1
CELL_002,2024-01-01 23:55:00,5G,-74.6,-17.27,1.369768171651602,850.1,403.442507503003,8.858,1.6734045331647271,0.1816,1,0,36.82,10.17,87.1,49,1
CELL_015,2024-01-01 23:56:00,5G,-70.7,-19.06,15.226841136371373,907.28,361.3395344004928,9.308,0.9833315958475114,0.1856,1,0,36.82,10.17,87.7,52,1
CELL_005,2024-01-01 23:57:00,5G,-98.8,-15.58,5.803816932403661,318.62,99.736849770717,1.249,0.14055085712794813,0.0244,1,0,36.82,10.17,47.3,18,1
CELL_004,2024-01-01 23:58:00,5G,-109.1,-16.91,10.070441342233915,714.38,337.805596847651,7.26,0.7189393924347226,0.2047,1,0,36.82,10.17,63.9,47,1
CELL_020,2024-01-01 23:59:00,5G,-113.8,-19.2,3.608004236584412,116.15,53.10977350694686,2.26,0.40183426650216814,0.0489,1,0,36.82,10.17,51.4,8,1
CELL_004,2024-01-02 00:00:00,5G,-80.1,-14.31,9.400323376285463,235.34,77.34900045328517,1.669,0.2218400935412549,0.0047,1,0,36.82,10.17,55.3,9,1
CELL_018,2024-01-02 00:01:00,5G,-82.0,-6.11,21.052761665773325,113.62,35.662403687329245,2.388,0.3468084431734819,0.1325,1,0,36.82,10.17,48.1,14,0
CELL_004,2024-01-02 00:02:00,5G,-78.7,-11.39,8.485849463189695,314.9,156.6844142303504,1.566,0.10872930890538678,0.0842,0,0,36.82,10.17,61.8,9,1
CELL_017,2024-01-02 00:03:00,5G,-110.9,-5.06,17.707146606861233,259.27,92.18666778357621,1.833,0.11750751745943325,0.1041,1,0,36.82,10.17,55.7,8,0
CELL_012,2024-01-02 00:04:00,5G,-84.8,-7.6,21.035277626758738,55.36,18.540882755747944,28.031,3.8787764142664916,0.1801,1,0,36.82,10.17,27.3,196,1
CELL_017,2024-01-02 00:05:00,5G,-84.5,-10.4,-0.11846571838142683,41.58,18.77572758842135,24.562,4.55394230160112,4.1554,1,0,36.82,10.17,47.7,223,1
CELL_010,2024-01-02 00:06:00,5G,-94.9,-4.17,2.665787198394182,258.41,91.40267210186968,2.06,0.19210365805752083,0.2471,1,0,36.82,10.17,59.9,10,0
CELL_001,2024-01-02 00:07:00,5G,-112.2,-11.56,18.917021486392713,287.92,98.14025807628704,2.393,0.3245281111964924,0.0015,1,0,36.82,10.17,55.3,12,1
CELL_018,2024-01-02 00:08:00,5G,-94.9,-13.93,13.60137648040891,55.1,20.779637355531666,25.49,4.139076309244455,0.6383,1,0,36.82,10.17,46.6,203,1
CELL_018,2024-01-02 00:09:00,5G,-74.8,-4.06,20.311370634924604,178.36,70.18423317915982,2.265,0.3879060391554993,0.0109,1,0,36.82,10.17,55.1,16,1
CELL_014,2024-01-02 00:10:00,5G,-85.7,-14.9,16.096222683038814,174.96,54.638463243095075,1.948,0.24108074405887514,0.0853,1,0,36.82,10.17,51.9,12,1
CELL_015,2024-01-02 00:11:00,5G,-72.6,-12.93,26.016743186560692,81.65,33.12905252817516,40.83,3.815285420988162,0.6482,1,0,36.82,10.17,46.6,195,1
CELL_012,2024-01-02 00:12:00,5G,-74.0,-6.01,7.72728197185414,209.59,79.05319616882231,1.005,0.059755338854311786,0.0122,1,0,36.82,10.17,51.5,7,1
CELL_004,2024-01-02 00:13:00,5G,-98.9,-4.31,13.582211852498194,762.31,369.4710474152692,8.285,1.6564518451510575,0.5465,1,0,36.82,10.17,76.1,37,1
CELL_003,2024-01-02 00:14:00,5G,-98.0,-17.24,13.728809323034344,48.66,17.76410179732547,33.015,1.6594182029949627,1.0193,1,0,36.82,10.17,34.2,180,1
CELL_020,2024-01-02 00:15:00,5G,-117.3,-10.01,21.572615420854806,619.05,227.0860918952512,7.075,1.3552534357389798,0.3294,1,0,36.82,10.17,78.1,49,1
CELL_012,2024-01-02 00:16:00,5G,-113.4,-4.14,29.07776432710616,33.24,14.837989327148675,34.312,6.354110131203971,0.8041,1,0,36.82,10.17,44.6,226,1
CELL_007,2024-01-02 00:17:00,5G,-85.3,-7.49,9.768996800899203,64.66,21.34382286954021,31.729,6.245096469486391,0.4185,1,0,36.82,10.17,33.5,181,1
CELL_011,2024-01-02 00:18:00,5G,-82.8,-10.23,29.965843595280646,1111.99,420.1596571983002,4.37,0.3646200570253968,0.462,1,0,36.82,10.17,77.8,10,1
CELL_001,2024-01-02 00:19:00,5G,-100.3,-13.45,16.32160580506707,990.22,487.3746975977816,8.055,0.6267049474948589,0.3989,1,0,36.82,10.17,41.2,39,1
CELL_006,2024-01-02 00:20:00,5G,-101.4,-13.01,17.651102933865467,262.42,91.48453044871717,1.553,0.2689882692260445,0.0096,1,0,36.82,10.17,50.2,11,1
CELL_015,2024-01-02 00:21:00,5G,-94.5,-16.01,3.3672094871916496,225.15,71.10709263585403,1.402,0.08050410406926053,0.0009,1,0,36.82,10.17,61.6,12,1
CELL_015,2024-01-02 00:22:00,5G,-116.6,-7.16,23.336130631479023,3.9463375974895247,0.5961539101734914,8.617,0.9972491341680162,0.0102,1,1,36.82,10.17,71.9,48,1
CELL_019,2024-01-02 00:23:00,5G,-86.1,-14.07,19.761355836905953,775.88,257.68253018951077,10.908,1.0419842518275053,0.1504,1,0,36.82,10.17,75.4,48,1
CELL_011,2024-01-02 00:24:00,5G,-76.0,-5.97,2.206513144029337,251.57,119.03807312783053,2.226,0.3967297564473024,0.0522,0,0,36.82,10.17,51.2,12,1
CELL_002,2024-01-02 00:25:00,5G,-88.5,-8.56,-4.820627907917551,297.71,111.61625660750362,1.346,0.261290958697304,0.0563,1,0,36.82,10.17,51.1,6,1
CELL_014,2024-01-02 00:26:00,5G,-126.69936421124895,-18.51,-9.11602605290939,662.74,310.2263033268956,8.391,1.4633885772714763,0.0535,1,1,36.82,10.17,84.2,41,1
CELL_002,2024-01-02 00:27:00,5G,-88.5,-12.99,-1.6796281771274106,310.48,120.0122026995048,1.425,0.08664738776387362,0.0291,1,0,36.82,10.17,35.8,13,1
CELL_004,2024-01-02 00:28:00,5G,-90.7,-9.7,16.62204369258806,70.42,27.393216349929013,25.283,2.712046089283145,0.3092,1,0,36.82,10.17,19.2,187,1
CELL_017,2024-01-02 00:29:00,5G,-79.9,-6.28,26.253121150955696,46.9,15.24904859984701,28.898,2.2847677662989,0.6962,1,0,36.82,10.17,38.1,193,1
CELL_003,2024-01-02 00:30:00,5G,-114.8,-14.67,21.122249853025792,888.94,444.0018735228889,3.964,0.5187130539413045,0.0251,0,0,36.82,10.17,68.7,6,1
CELL_013,2024-01-02 00:31:00,5G,-105.3,-5.39,11.437619925776044,264.9,92.06465085082098,1.372,0.23668538810570852,0.1093,1,0,36.82,10.17,59.9,10,0
CELL_009,2024-01-02 00:32:00,5G,-112.1,-9.35,9.409678830386468,1349.35,547.0101882110803,4.875,0.5412713580320063,0.0222,1,0,36.82,10.17,70.5,7,1
CELL_007,2024-01-02 00:33:00,5G,-107.0,-4.62,11.127090051934406,28.72,8.628187686807752,15.769,1.8780234722239462,2.2948,1,0,36.82,10.17,37.4,193,1
CELL_015,2024-01-02 00:34:00,5G,-117.0,-4.32,8.66769645645714,3.0021525506848104,0.7671456505233196,6.251,0.9129840296498632,0.2133,0,1,36.82,10.17,82.0,44,1
CELL_011,2024-01-02 00:35:00,5G,-114.12491471334124,-10.54,-4.592204709059475,925.97,313.4196569547231,8.533,1.602942662646095,0.34,1,1,36.82,10.17,84.0,52,1
CELL_020,2024-01-02 00:36:00,5G,-114.3,-19.54,11.798079927836497,278.39,121.69857867634478,2.165,0.35548654361839677,0.1061,1,0,36.82,10.17,57.8,17,0
CELL_002,2024-01-02 00:37:00,5G,-106.3,-7.45,19.05703590594922,192.34,64.95247486411407,2.266,0.4197855988652939,0.0459,1,0,36.82,10.17,64.2,16,1
CELL_015,2024-01-02 00:38:00,5G,-87.3,-19.28,26.77417476630768,268.98,89.85313361363214,2.063,0.20971843299749657,0.0785,1,0,36.82,10.17,57.5,10,1
CELL_014,2024-01-02 00:39:00,5G,-91.3,-17.36,25.96375100826353,309.43,153.64688228332838,2.226,0.40681842708036436,0.0081,1,0,36.82,10.17,45.4,9,1
CELL_020,2024-01-02 00:40:00,5G,-104.3,-9.87,14.610235201021329,6.83,2.1936525764533923,20.917,1.5894476464552976,0.7771,1,0,36.82,10.17,48.9,179,1
CELL_011,2024-01-02 00:41:00,5G,-77.6,-3.67,3.347439752982453,228.65,73.18122174403706,2.103,0.2887077973498708,0.078,1,0,36.82,10.17,56.1,15,1
CELL_003,2024-01-02 00:42:00,5G,-105.8,-4.43,23.03627839699399,648.78,273.43837180071574,13.29,1.6338102493952764,0.9254,1,0,36.82,10.17,83.2,53,1
CELL_017,2024-01-02 00:43:00,5G,-79.8,-9.97,-4.569691542202294,41.98,19.395413391132433,21.462,2.2715784060160984,0.7838,1,0,36.82,10.17,30.7,177,1
CELL_012,2024-01-02 00:44:00,5G,-81.7,-7.45,22.66211036612123,839.33,334.37339629504976,8.422,0.6782391818239948,0.0343,1,0,36.82,10.17,62.9,49,1
CELL_015,2024-01-02 00:45:00,5G,-89.8,-6.91,25.406910788431688,1110.04,461.1724880172126,2.422,0.21119990154258034,0.0665,1,0,36.82,10.17,76.9,10,1
CELL_016,2024-01-02 00:46:00,5G,-114.7,-8.4,4.077838865360018,654.36,326.5185358329065,6.784,1.223317967648988,0.1105,1,0,36.82,10.17,90.8,38,1
CELL_005,2024-01-02 00:47:00,5G,-101.6,-10.64,11.511341981046513,1384.83,632.182170020197,4.082,0.398073089011899,0.1388,1,0,36.82,10.17,72.6,14,1
CELL_020,2024-01-02 00:48:00,5G,-112.72466586643941,-3.51,-8.143848476708738,667.18,263.4123104572651,7.796,0.9106061968726472,0.0188,1,1,36.82,10.17,66.2,56,1
CELL_006,2024-01-02 00:49:00,5G,-111.1,-7.75,13.754627511004518,901.57,408.0024448908513,8.726,0.4998206116878188,0.7773,1,0,36.82,10.17,85.6,59,1
CELL_019,2024-01-02 00:50:00,5G,-101.6,-15.52,14.341284155868955,778.18,327.0129304892705,7.804,0.5601810206568942,0.4054,1,0,36.82,10.17,76.7,52,1
CELL_005,2024-01-02 00:51:00,5G,-113.37949200837096,-19.98,-6.755482529468562,51.47,16.102123887323177,22.324,3.5299410194892076,0.526,1,1,36.82,10.17,24.4,210,1
CELL_003,2024-01-02 00:52:00,5G,-112.5,-6.76,7.302157201667388,45.46,17.29845957459118,36.889,3.94322848692286,0.8035,1,0,36.82,10.17,32.0,194,1
CELL_001,2024-01-02 00:53:00,5G,-104.5,-6.39,20.55548201458392,247.46,86.39387395028025,1.601,0.1774242819885951,0.0134,1,0,36.82,10.17,52.8,10,1
CELL_006,2024-01-02 00:54:00,5G,-112.1,-7.47,-2.6834140904091845,1123.29,510.265409223847,4.929,0.32961464807922625,0.0265,1,0,36.82,10.17,68.4,7,1
CELL_015,2024-01-02 00:55:00,5G,-88.8,-12.53,25.530167646719267,309.81,111.35909419754122,2.076,0.14381362704047002,0.0237,1,0,36.82,10.17,58.9,12,1
CELL_002,2024-01-02 00:56:00,5G,-113.3,-10.16,6.834635164970546,285.87,97.76012279510122,2.186,0.3902566671020168,0.0059,1,0,36.82,10.17,55.1,12,1
CELL_003,2024-01-02 00:57:00,5G,-74.6,-12.34,17.320741409406292,22.02,8.67168251071396,6.778,0.9916022266441491,3.0801,1,0,36.82,10.17,34.0,193,1
CELL_017,2024-01-02 00:58:00,5G,-114.9,-19.66,12.35320039180166,1072.72,501.84288614037195,9.304,0.7081620539030085,0.035,1,0,36.82,10.17,86.2,51,1
CELL_012,2024-01-02 00:59:00,5G,-109.2,-13.06,14.047883016129056,901.85,307.8355479077117,7.903,1.0016809229140122,0.0158,1,0,36.82,10.17,64.4,48,1
CELL_018,2024-01-02 01:00:00,5G,-80.8,-19.38,7.928021838024707,1007.27,433.5758399670153,4.194,0.8327383460647004,1.0278,1,0,36.82,10.17,100.0,7,0
CELL_015,2024-01-02 01:01:00,5G,-111.5,-8.62,23.688631225937574,1579.62,631.495545951777,7.632,1.3822638003721324,0.2334,1,0,36.82,10.17,69.2,2,1
CELL_012,2024-01-02 01:02:00,5G,-93.1,-15.05,-0.2566896598551702,1487.2,630.9323900827081,3.044,0.17677526919413256,1.1947,1,0,36.82,10.17,79.6,10,0
CELL_016,2024-01-02 01:03:00,5G,-78.7,-15.67,5.009013591322301,1458.48,447.03287732727085,4.762,0.7515912016934773,0.4443,1,0,36.82,10.17,87.8,13,1
